"attrition","age","gender","marital_status","department","job_role","job_level","job_involvement","job_satisfaction","education","education_field","business_travel","standard_hours","over_time","monthly_income"
"Stay",33,"male","married","sales","sales_executive",2,3,1,"Master","life_sciences","travel_rarely",80,"no",6392
"Leave",30,"male","married","sales","sales_executive",2,2,1,"Bachelor","life_sciences","travel_rarely",80,"no",9714
"Stay",38,"male","married","human_resources","human_resources",2,3,3,"Master","human_resources","travel_frequently",80,"no",6077
"Stay",35,"male","single","research_development","laboratory_technician",1,2,1,"Bachelor","medical","travel_rarely",80,"no",2450
"Stay",30,"male","married","sales","sales_executive",3,3,2,"Master","technical_degree","travel_rarely",80,"no",9250
"Leave",35,"female","divorced","research_development","laboratory_technician",1,3,1,"Bachelor","life_sciences","travel_rarely",80,"yes",2074
"Leave",53,"female","married","research_development","manufacturing_director",3,2,4,"Doctor","technical_degree","travel_rarely",80,"no",10169
"Leave",38,"male","married","research_development","manufacturing_director",2,3,2,"Bachelor","medical","travel_rarely",80,"no",4855
"Stay",32,"male","married","research_development","research_scientist",2,3,1,"Master","technical_degree","non_travel",80,"no",4087
"Stay",48,"female","married","research_development","research_scientist",1,3,1,"Master","other","travel_rarely",80,"no",2367
"Stay",34,"male","single","research_development","research_scientist",1,3,4,"Master","medical","travel_rarely",80,"no",2972
"Stay",55,"male","married","sales","manager",5,2,4,"Doctor","marketing","travel_rarely",80,"no",19586
"Stay",34,"male","married","research_development","research_scientist",2,3,4,"Master","life_sciences","travel_rarely",80,"no",5484
"Stay",26,"female","married","research_development","research_scientist",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2061
"Stay",38,"male","married","sales","sales_executive",2,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",9924
"Stay",38,"female","single","sales","sales_executive",2,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",4198
"Stay",36,"female","single","sales","sales_executive",2,3,3,"Master","life_sciences","travel_rarely",80,"no",6815
"Stay",29,"male","single","research_development","laboratory_technician",1,3,1,"Below College","medical","travel_rarely",80,"yes",4723
"Stay",35,"female","single","research_development","healthcare_representative",2,3,3,"Master","medical","travel_rarely",80,"yes",6142
"Stay",39,"male","married","sales","sales_executive",3,4,3,"Bachelor","medical","travel_rarely",80,"no",8237
"Stay",29,"male","divorced","research_development","healthcare_representative",2,3,4,"Below College","life_sciences","travel_frequently",80,"no",8853
"Stay",50,"male","married","sales","manager",5,3,3,"Bachelor","marketing","travel_rarely",80,"yes",19331
"Stay",23,"male","married","research_development","research_scientist",1,4,3,"Bachelor","technical_degree","travel_rarely",80,"no",2073
"Stay",36,"male","married","research_development","laboratory_technician",2,4,1,"Master","life_sciences","travel_frequently",80,"yes",5562
"Stay",42,"male","single","research_development","manager",5,2,4,"College","other","travel_rarely",80,"no",19613
"Stay",35,"male","married","research_development","laboratory_technician",2,4,3,"Bachelor","life_sciences","travel_rarely",80,"no",3407
"Stay",34,"male","married","research_development","healthcare_representative",2,2,3,"Master","technical_degree","travel_frequently",80,"no",5063
"Stay",40,"female","married","sales","sales_executive",2,3,1,"College","life_sciences","travel_rarely",80,"no",4639
"Stay",43,"male","divorced","research_development","laboratory_technician",1,4,2,"Bachelor","technical_degree","travel_rarely",80,"no",4876
"Stay",35,"male","married","research_development","laboratory_technician",1,2,4,"College","life_sciences","travel_rarely",80,"no",2690
"Stay",46,"male","single","sales","manager",4,4,1,"Master","life_sciences","travel_rarely",80,"no",17567
"Leave",28,"male","married","research_development","laboratory_technician",1,3,2,"Bachelor","medical","travel_rarely",80,"yes",2408
"Stay",22,"female","married","research_development","research_scientist",1,2,3,"College","other","non_travel",80,"yes",2814
"Stay",50,"male","married","research_development","healthcare_representative",4,3,3,"Doctor","medical","travel_frequently",80,"yes",11245
"Stay",32,"female","married","research_development","research_scientist",1,4,4,"Master","other","travel_rarely",80,"no",3312
"Stay",44,"female","divorced","research_development","research_director",5,3,4,"Bachelor","medical","travel_rarely",80,"yes",19049
"Stay",30,"male","married","research_development","research_scientist",1,2,2,"Bachelor","medical","travel_rarely",80,"no",2141
"Stay",45,"female","single","research_development","laboratory_technician",2,1,1,"Doctor","medical","travel_rarely",80,"yes",5769
"Stay",45,"male","married","sales","sales_executive",2,2,1,"Bachelor","marketing","non_travel",80,"no",4385
"Stay",31,"male","single","sales","sales_executive",2,3,1,"Master","other","travel_frequently",80,"no",5332
"Stay",36,"female","married","research_development","manufacturing_director",2,3,3,"Master","life_sciences","travel_rarely",80,"yes",4663
"Stay",34,"male","divorced","research_development","manufacturing_director",2,4,4,"Master","life_sciences","travel_frequently",80,"no",4724
"Stay",49,"female","married","research_development","laboratory_technician",1,3,1,"Master","life_sciences","travel_rarely",80,"no",3211
"Stay",39,"male","married","research_development","manufacturing_director",2,3,1,"Doctor","medical","travel_rarely",80,"no",5377
"Stay",27,"male","divorced","research_development","laboratory_technician",1,2,1,"Bachelor","other","travel_rarely",80,"no",4066
"Stay",35,"male","married","research_development","research_scientist",2,4,1,"Doctor","life_sciences","travel_rarely",80,"no",5208
"Stay",28,"female","divorced","research_development","manufacturing_director",2,1,1,"Bachelor","medical","travel_rarely",80,"no",4877
"Stay",21,"male","single","research_development","research_scientist",1,3,4,"Below College","medical","travel_rarely",80,"no",3117
"Leave",18,"female","single","sales","sales_representative",1,3,4,"College","medical","travel_frequently",80,"yes",1569
"Stay",47,"female","married","human_resources","manager",5,3,3,"Master","life_sciences","travel_rarely",80,"no",19658
"Stay",39,"male","divorced","research_development","laboratory_technician",2,2,3,"College","medical","travel_rarely",80,"no",3069
"Stay",40,"female","married","research_development","manufacturing_director",3,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",10435
"Stay",35,"female","married","research_development","healthcare_representative",2,3,3,"Master","life_sciences","non_travel",80,"no",4148
"Stay",37,"male","married","research_development","manufacturing_director",2,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",5768
"Stay",39,"female","single","research_development","manufacturing_director",2,3,3,"Bachelor","medical","travel_frequently",80,"no",5042
"Stay",45,"female","divorced","research_development","manufacturing_director",2,2,4,"College","other","travel_rarely",80,"no",5770
"Stay",38,"female","married","research_development","manufacturing_director",3,2,3,"College","medical","travel_rarely",80,"yes",7756
"Leave",35,"male","married","sales","sales_executive",3,2,1,"Bachelor","medical","travel_rarely",80,"no",10306
"Stay",37,"female","married","research_development","research_scientist",1,3,2,"Bachelor","medical","travel_rarely",80,"no",3936
"Stay",40,"female","single","research_development","manufacturing_director",3,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",7945
"Stay",44,"male","married","human_resources","human_resources",2,3,4,"Doctor","human_resources","travel_frequently",80,"yes",5743
"Stay",48,"male","married","research_development","manager",4,2,4,"Doctor","medical","travel_frequently",80,"no",15202
"Leave",35,"male","divorced","sales","sales_executive",2,1,4,"College","medical","travel_rarely",80,"yes",5440
"Stay",24,"female","single","research_development","research_scientist",1,3,4,"Below College","technical_degree","travel_frequently",80,"yes",3760
"Stay",27,"female","married","research_development","research_scientist",1,4,3,"Bachelor","medical","travel_rarely",80,"no",3517
"Stay",27,"male","single","research_development","research_scientist",1,3,4,"Bachelor","medical","travel_frequently",80,"no",2580
"Leave",40,"male","single","research_development","laboratory_technician",1,3,1,"Bachelor","life_sciences","travel_rarely",80,"yes",2166
"Stay",29,"male","single","sales","sales_executive",2,2,3,"Bachelor","medical","travel_rarely",80,"no",5869
"Stay",36,"female","married","research_development","healthcare_representative",3,3,1,"Master","life_sciences","travel_rarely",80,"no",8008
"Stay",25,"male","divorced","research_development","manufacturing_director",2,4,3,"Below College","life_sciences","travel_frequently",80,"no",5206
"Stay",39,"male","married","research_development","manufacturing_director",2,3,2,"Bachelor","medical","travel_rarely",80,"no",5295
"Stay",49,"female","married","research_development","research_director",4,3,2,"Master","other","travel_rarely",80,"no",16413
"Stay",50,"female","divorced","research_development","research_director",3,2,1,"Doctor","life_sciences","travel_rarely",80,"no",13269
"Stay",20,"female","single","sales","sales_representative",1,3,3,"Bachelor","medical","travel_rarely",80,"no",2783
"Stay",34,"female","divorced","research_development","research_scientist",2,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",5433
"Stay",36,"male","single","research_development","laboratory_technician",1,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",2013
"Stay",49,"female","married","research_development","healthcare_representative",4,2,3,"Below College","life_sciences","travel_rarely",80,"yes",13966
"Stay",36,"female","married","research_development","manufacturing_director",2,2,3,"Master","medical","non_travel",80,"no",4374
"Stay",36,"male","divorced","research_development","healthcare_representative",2,4,1,"College","life_sciences","travel_rarely",80,"no",6842
"Stay",54,"female","married","research_development","manager",4,3,3,"Doctor","medical","travel_rarely",80,"no",17426
"Stay",43,"male","married","research_development","research_director",4,2,3,"College","life_sciences","travel_rarely",80,"no",17603
"Leave",35,"male","single","sales","sales_executive",2,3,4,"Master","other","travel_frequently",80,"yes",4581
"Stay",38,"male","married","research_development","research_scientist",2,3,4,"Bachelor","life_sciences","travel_frequently",80,"no",4735
"Stay",29,"male","divorced","sales","sales_executive",2,2,2,"Bachelor","medical","travel_rarely",80,"yes",4187
"Stay",33,"male","divorced","sales","sales_executive",2,3,4,"Master","medical","travel_rarely",80,"no",5505
"Stay",32,"male","divorced","research_development","research_scientist",2,3,2,"Bachelor","medical","travel_rarely",80,"no",5470
"Stay",31,"female","married","sales","sales_executive",2,3,4,"Master","life_sciences","travel_rarely",80,"no",5476
"Stay",49,"female","divorced","research_development","laboratory_technician",1,3,1,"Bachelor","medical","travel_rarely",80,"yes",2587
"Stay",38,"female","single","research_development","laboratory_technician",1,2,2,"Bachelor","medical","travel_frequently",80,"no",2440
"Stay",47,"female","divorced","sales","manager",4,4,2,"Master","life_sciences","travel_rarely",80,"no",15972
"Stay",49,"male","single","research_development","manager",4,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",15379
"Stay",41,"male","single","sales","sales_executive",3,3,3,"College","life_sciences","travel_rarely",80,"yes",7082
"Stay",20,"male","single","sales","sales_representative",1,3,1,"Below College","life_sciences","travel_rarely",80,"no",2728
"Stay",33,"female","divorced","sales","sales_executive",2,3,4,"Bachelor","life_sciences","non_travel",80,"yes",5368
"Stay",36,"male","married","research_development","healthcare_representative",2,3,3,"Master","life_sciences","travel_rarely",80,"no",5347
"Stay",44,"female","divorced","human_resources","human_resources",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",3195
"Leave",23,"male","single","research_development","laboratory_technician",1,2,3,"Below College","medical","travel_rarely",80,"yes",3989
"Stay",38,"female","married","research_development","laboratory_technician",1,3,3,"College","medical","travel_rarely",80,"no",3306
"Stay",53,"male","married","research_development","healthcare_representative",3,4,4,"Master","medical","travel_rarely",80,"no",7005
"Leave",48,"female","married","sales","sales_representative",1,3,3,"College","medical","travel_frequently",80,"yes",2655
"Leave",32,"male","single","research_development","laboratory_technician",1,3,2,"Master","life_sciences","travel_rarely",80,"no",1393
"Stay",26,"male","single","research_development","laboratory_technician",1,3,4,"Bachelor","medical","non_travel",80,"no",2570
"Stay",55,"male","divorced","research_development","research_scientist",1,2,2,"Bachelor","technical_degree","travel_rarely",80,"no",3537
"Stay",34,"male","married","research_development","laboratory_technician",2,2,4,"College","medical","travel_rarely",80,"no",3986
"Stay",60,"male","divorced","research_development","healthcare_representative",3,1,4,"Master","medical","travel_rarely",80,"no",10883
"Stay",33,"male","married","research_development","laboratory_technician",1,4,2,"Bachelor","medical","travel_rarely",80,"no",2028
"Stay",37,"male","divorced","sales","sales_executive",2,1,4,"Master","medical","travel_frequently",80,"no",9525
"Stay",34,"female","married","research_development","research_scientist",1,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",2929
"Leave",23,"male","divorced","sales","sales_representative",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",2275
"Stay",44,"female","married","research_development","healthcare_representative",3,4,4,"Bachelor","life_sciences","travel_rarely",80,"yes",7879
"Stay",35,"male","single","research_development","research_scientist",1,2,4,"Master","medical","travel_frequently",80,"yes",4930
"Stay",43,"male","married","sales","sales_executive",2,3,4,"Bachelor","medical","travel_rarely",80,"yes",7847
"Stay",24,"male","married","research_development","research_scientist",1,4,3,"Bachelor","medical","travel_rarely",80,"no",4401
"Stay",41,"male","single","sales","sales_executive",3,3,3,"Bachelor","marketing","travel_rarely",80,"no",9241
"Stay",29,"female","married","research_development","laboratory_technician",1,3,3,"Master","medical","travel_rarely",80,"no",2974
"Stay",36,"female","single","sales","sales_representative",2,3,4,"Master","life_sciences","travel_rarely",80,"no",4502
"Stay",45,"male","married","research_development","healthcare_representative",3,2,3,"Below College","life_sciences","non_travel",80,"no",10748
"Leave",24,"male","married","human_resources","human_resources",1,1,3,"Below College","human_resources","travel_rarely",80,"no",1555
"Leave",47,"male","married","sales","sales_executive",4,1,3,"Bachelor","life_sciences","travel_frequently",80,"no",12936
"Stay",26,"male","married","research_development","laboratory_technician",1,1,3,"Master","medical","travel_rarely",80,"no",2305
"Stay",45,"female","single","research_development","research_director",4,2,2,"College","technical_degree","travel_rarely",80,"no",16704
"Stay",32,"male","married","research_development","research_scientist",1,3,3,"Bachelor","life_sciences","travel_frequently",80,"no",3433
"Stay",31,"male","married","research_development","laboratory_technician",1,3,3,"Master","life_sciences","travel_rarely",80,"no",3477
"Stay",41,"male","married","human_resources","human_resources",2,1,2,"Bachelor","human_resources","non_travel",80,"no",6430
"Stay",40,"female","married","research_development","manufacturing_director",2,3,1,"College","life_sciences","travel_rarely",80,"yes",6516
"Stay",24,"male","divorced","research_development","laboratory_technician",1,3,1,"Below College","medical","travel_rarely",80,"no",3907
"Stay",46,"male","single","research_development","healthcare_representative",2,3,2,"Master","life_sciences","travel_rarely",80,"no",5562
"Stay",35,"male","married","research_development","manufacturing_director",2,3,3,"Master","life_sciences","travel_rarely",80,"no",6883
"Stay",30,"male","married","research_development","research_scientist",1,3,4,"Below College","life_sciences","travel_rarely",80,"no",2862
"Stay",47,"male","married","sales","sales_executive",2,3,2,"Master","marketing","non_travel",80,"no",4978
"Stay",46,"male","divorced","sales","sales_executive",3,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",10368
"Leave",36,"male","divorced","sales","sales_executive",2,2,1,"Doctor","marketing","travel_rarely",80,"yes",6134
"Leave",32,"male","single","sales","sales_executive",2,1,2,"College","life_sciences","travel_rarely",80,"no",6735
"Stay",23,"female","single","research_development","laboratory_technician",1,3,2,"Below College","medical","travel_rarely",80,"no",3295
"Stay",31,"female","single","research_development","manufacturing_director",2,3,4,"Below College","technical_degree","travel_frequently",80,"no",5238
"Stay",39,"male","married","research_development","laboratory_technician",2,3,4,"Bachelor","life_sciences","non_travel",80,"yes",6472
"Stay",32,"male","married","sales","sales_executive",3,1,3,"Bachelor","life_sciences","travel_rarely",80,"no",9610
"Stay",40,"male","single","sales","manager",5,3,2,"Master","medical","travel_rarely",80,"no",19833
"Stay",45,"female","married","human_resources","human_resources",3,1,3,"Bachelor","life_sciences","travel_rarely",80,"no",9756
"Stay",30,"female","single","research_development","research_scientist",1,2,1,"Master","technical_degree","travel_frequently",80,"no",4968
"Stay",24,"male","married","human_resources","human_resources",1,3,4,"Bachelor","medical","travel_frequently",80,"no",2145
"Leave",30,"female","divorced","human_resources","human_resources",1,2,4,"Bachelor","human_resources","travel_frequently",80,"no",2180
"Stay",31,"male","married","sales","sales_executive",2,3,3,"Bachelor","technical_degree","travel_rarely",80,"no",8346
"Stay",27,"female","single","research_development","research_scientist",1,3,4,"Bachelor","medical","travel_rarely",80,"no",3445
"Leave",29,"female","single","sales","sales_representative",1,1,2,"Bachelor","marketing","travel_rarely",80,"no",2760
"Stay",29,"male","single","research_development","healthcare_representative",2,4,3,"Bachelor","life_sciences","travel_frequently",80,"yes",6294
"Stay",30,"male","divorced","sales","sales_executive",3,2,1,"College","marketing","travel_rarely",80,"no",7140
"Stay",34,"male","married","research_development","research_scientist",1,4,4,"Master","medical","travel_rarely",80,"yes",2932
"Stay",33,"female","single","sales","sales_executive",2,3,2,"Bachelor","marketing","non_travel",80,"no",5147
"Stay",49,"female","single","sales","sales_executive",2,3,4,"Master","marketing","travel_rarely",80,"no",4507
"Leave",33,"female","single","sales","sales_executive",3,3,1,"Bachelor","life_sciences","travel_rarely",80,"yes",8564
"Stay",38,"female","married","research_development","laboratory_technician",1,2,2,"College","medical","travel_frequently",80,"no",2468
"Leave",31,"male","married","sales","sales_executive",3,3,3,"Master","marketing","travel_rarely",80,"no",8161
"Stay",29,"female","divorced","research_development","research_scientist",1,2,1,"Bachelor","technical_degree","travel_rarely",80,"no",2109
"Stay",30,"male","married","research_development","healthcare_representative",2,4,3,"Bachelor","life_sciences","travel_rarely",80,"no",5294
"Stay",32,"male","single","research_development","research_scientist",1,3,2,"Master","technical_degree","non_travel",80,"no",2718
"Stay",38,"male","married","research_development","healthcare_representative",2,1,4,"Bachelor","medical","travel_rarely",80,"yes",5811
"Leave",43,"male","married","research_development","research_scientist",1,2,3,"Bachelor","technical_degree","travel_frequently",80,"yes",2437
"Stay",42,"male","divorced","research_development","laboratory_technician",1,3,2,"Bachelor","medical","travel_rarely",80,"no",2766
"Stay",55,"male","married","research_development","research_director",5,2,1,"Bachelor","medical","travel_rarely",80,"no",19038
"Stay",33,"male","divorced","research_development","research_scientist",2,3,2,"Bachelor","technical_degree","non_travel",80,"no",3055
"Stay",41,"male","divorced","research_development","laboratory_technician",1,3,1,"Master","life_sciences","travel_rarely",80,"no",2289
"Stay",34,"male","divorced","sales","sales_executive",2,3,3,"Bachelor","life_sciences","non_travel",80,"yes",4001
"Stay",53,"female","married","research_development","manufacturing_director",4,2,3,"Master","medical","non_travel",80,"yes",12965
"Stay",43,"male","single","human_resources","human_resources",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",3539
"Stay",34,"female","single","sales","sales_executive",2,1,4,"College","life_sciences","travel_rarely",80,"no",6029
"Leave",21,"male","single","sales","sales_representative",1,3,2,"Below College","marketing","travel_rarely",80,"no",2679
"Stay",38,"female","married","research_development","laboratory_technician",1,2,3,"College","other","travel_rarely",80,"no",3702
"Leave",22,"female","married","research_development","laboratory_technician",1,3,1,"Below College","medical","travel_rarely",80,"yes",2398
"Stay",31,"female","married","sales","sales_executive",2,2,4,"Master","marketing","travel_rarely",80,"no",5468
"Stay",51,"female","married","research_development","manager",3,3,3,"Bachelor","technical_degree","travel_rarely",80,"no",13116
"Stay",37,"male","married","sales","sales_executive",2,2,2,"College","marketing","travel_rarely",80,"no",4189
"Stay",46,"male","divorced","research_development","research_director",5,3,4,"Master","medical","travel_rarely",80,"yes",19328
"Stay",36,"male","married","research_development","healthcare_representative",3,3,1,"Bachelor","life_sciences","travel_rarely",80,"yes",8321
"Leave",44,"male","divorced","research_development","research_scientist",1,3,2,"College","medical","travel_frequently",80,"yes",2342
"Stay",37,"male","divorced","human_resources","human_resources",2,3,2,"College","other","travel_rarely",80,"no",4071
"Leave",35,"male","single","sales","sales_executive",2,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",5813
"Stay",33,"male","married","research_development","research_scientist",1,4,1,"Master","life_sciences","travel_rarely",80,"no",3143
"Stay",28,"male","married","research_development","research_scientist",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2044
"Stay",39,"male","single","research_development","research_director",3,3,3,"Below College","medical","travel_rarely",80,"no",13464
"Stay",46,"male","single","sales","sales_executive",2,2,2,"College","life_sciences","non_travel",80,"no",7991
"Stay",40,"female","married","research_development","laboratory_technician",1,3,1,"College","life_sciences","travel_rarely",80,"no",3377
"Stay",42,"male","married","research_development","healthcare_representative",2,4,1,"Bachelor","medical","travel_rarely",80,"no",5538
"Stay",35,"male","divorced","research_development","manufacturing_director",2,3,4,"College","medical","non_travel",80,"no",5762
"Stay",38,"male","divorced","human_resources","human_resources",1,3,2,"Bachelor","human_resources","non_travel",80,"no",2592
"Leave",34,"male","married","research_development","laboratory_technician",2,3,1,"Master","life_sciences","travel_frequently",80,"no",5346
"Leave",37,"male","single","research_development","manufacturing_director",2,3,1,"Master","medical","travel_rarely",80,"no",4213
"Stay",39,"male","divorced","sales","sales_executive",2,3,4,"Bachelor","life_sciences","travel_frequently",80,"no",4127
"Stay",43,"male","single","research_development","research_scientist",1,3,3,"Bachelor","life_sciences","non_travel",80,"no",2438
"Stay",41,"male","single","research_development","healthcare_representative",2,4,2,"Bachelor","life_sciences","travel_rarely",80,"no",6870
"Stay",41,"female","divorced","sales","sales_executive",3,3,3,"Below College","marketing","travel_rarely",80,"yes",10447
"Stay",30,"female","single","research_development","manufacturing_director",3,3,3,"Bachelor","medical","travel_rarely",80,"no",9667
"Leave",26,"female","married","human_resources","human_resources",1,3,2,"College","medical","travel_rarely",80,"yes",2148
"Leave",46,"female","married","research_development","healthcare_representative",2,3,2,"College","medical","travel_rarely",80,"no",8926
"Stay",40,"female","divorced","research_development","healthcare_representative",2,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",6513
"Stay",34,"male","married","sales","sales_executive",2,4,3,"College","technical_degree","travel_rarely",80,"no",6799
"Stay",58,"male","divorced","sales","manager",4,3,2,"Bachelor","medical","non_travel",80,"no",16291
"Stay",35,"male","married","research_development","laboratory_technician",1,1,3,"Master","medical","travel_rarely",80,"no",2705
"Stay",47,"female","divorced","research_development","manufacturing_director",3,2,2,"Bachelor","life_sciences","travel_rarely",80,"yes",10333
"Stay",40,"female","divorced","research_development","healthcare_representative",2,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",4448
"Stay",54,"female","married","research_development","research_scientist",2,3,4,"Master","medical","travel_rarely",80,"no",6854
"Stay",31,"female","married","sales","sales_executive",3,3,1,"Master","marketing","travel_frequently",80,"no",9637
"Stay",28,"female","married","research_development","research_scientist",1,3,1,"Bachelor","medical","travel_rarely",80,"no",3591
"Stay",38,"female","married","sales","sales_representative",2,1,4,"Master","marketing","travel_rarely",80,"yes",5405
"Stay",26,"male","single","sales","sales_executive",2,3,4,"Bachelor","medical","travel_rarely",80,"no",4684
"Stay",58,"male","married","research_development","research_director",4,3,3,"Master","life_sciences","travel_frequently",80,"yes",15787
"Stay",18,"female","single","research_development","research_scientist",1,3,3,"Bachelor","medical","non_travel",80,"no",1514
"Leave",31,"male","married","human_resources","human_resources",1,4,1,"Doctor","human_resources","travel_rarely",80,"no",2956
"Leave",29,"male","divorced","human_resources","human_resources",1,2,1,"Bachelor","human_resources","travel_rarely",80,"yes",2335
"Stay",45,"female","married","sales","sales_executive",2,3,3,"Master","life_sciences","non_travel",80,"no",5154
"Stay",36,"female","married","research_development","research_scientist",2,3,2,"Master","other","travel_rarely",80,"yes",6962
"Stay",43,"male","married","sales","sales_executive",2,3,4,"Master","life_sciences","travel_frequently",80,"no",5675
"Stay",27,"female","single","research_development","laboratory_technician",1,3,4,"College","life_sciences","travel_frequently",80,"yes",2379
"Stay",29,"male","married","research_development","laboratory_technician",1,3,4,"Below College","medical","travel_frequently",80,"no",3812
"Stay",32,"male","single","sales","sales_executive",2,3,4,"Master","marketing","travel_frequently",80,"no",4648
"Stay",42,"male","married","research_development","research_scientist",1,3,3,"Master","technical_degree","non_travel",80,"no",2936
"Stay",47,"female","single","research_development","laboratory_technician",1,3,3,"Master","life_sciences","travel_rarely",80,"no",2105
"Stay",46,"male","divorced","research_development","manufacturing_director",3,3,4,"College","life_sciences","travel_rarely",80,"no",8578
"Stay",28,"male","divorced","human_resources","human_resources",1,3,4,"College","life_sciences","non_travel",80,"no",2706
"Stay",29,"male","divorced","research_development","healthcare_representative",2,1,3,"Below College","life_sciences","travel_rarely",80,"no",6384
"Stay",42,"male","single","research_development","laboratory_technician",1,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",3968
"Leave",32,"male","single","sales","sales_executive",2,2,2,"Master","marketing","travel_rarely",80,"yes",9907
"Stay",46,"female","divorced","sales","sales_executive",4,4,1,"Bachelor","technical_degree","travel_rarely",80,"no",13225
"Stay",27,"female","married","sales","sales_representative",2,2,3,"Below College","medical","travel_rarely",80,"no",3540
"Stay",29,"male","married","human_resources","human_resources",1,2,2,"Below College","medical","travel_rarely",80,"no",2804
"Stay",43,"female","married","research_development","manager",5,2,3,"Bachelor","medical","travel_rarely",80,"no",19392
"Stay",48,"male","married","research_development","research_director",5,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",19665
"Leave",29,"male","single","research_development","research_scientist",1,2,4,"College","life_sciences","travel_frequently",80,"yes",2439
"Leave",46,"female","married","sales","sales_executive",3,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",7314
"Stay",27,"female","married","research_development","research_scientist",1,2,1,"Bachelor","life_sciences","travel_frequently",80,"no",4774
"Stay",39,"male","divorced","research_development","research_scientist",2,3,4,"Master","other","travel_rarely",80,"no",3902
"Stay",55,"male","married","research_development","research_scientist",1,2,4,"Master","technical_degree","travel_rarely",80,"no",2662
"Stay",28,"female","married","sales","sales_representative",1,3,2,"Bachelor","medical","travel_rarely",80,"no",2856
"Leave",30,"male","single","sales","sales_representative",1,3,4,"Bachelor","medical","travel_rarely",80,"no",1081
"Leave",22,"male","single","research_development","research_scientist",1,3,2,"Below College","life_sciences","travel_rarely",80,"yes",2472
"Stay",36,"female","married","sales","sales_executive",2,2,3,"Master","technical_degree","travel_rarely",80,"yes",5673
"Stay",31,"male","divorced","research_development","laboratory_technician",2,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",4197
"Stay",34,"male","married","sales","sales_executive",3,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",9713
"Stay",29,"male","single","research_development","laboratory_technician",1,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",2062
"Stay",37,"male","married","research_development","research_scientist",2,3,1,"Master","medical","travel_rarely",80,"yes",4284
"Stay",35,"female","married","research_development","manufacturing_director",2,2,2,"College","other","travel_rarely",80,"yes",4788
"Stay",45,"female","married","research_development","manufacturing_director",2,2,4,"College","life_sciences","travel_rarely",80,"no",5906
"Stay",36,"male","single","human_resources","human_resources",2,2,4,"Below College","human_resources","travel_frequently",80,"no",3886
"Stay",40,"male","divorced","research_development","manager",4,3,1,"Master","life_sciences","travel_rarely",80,"no",16823
"Stay",26,"female","married","research_development","research_scientist",1,2,3,"College","life_sciences","travel_rarely",80,"yes",2933
"Stay",27,"female","single","sales","sales_executive",2,4,3,"College","medical","travel_rarely",80,"no",6500
"Stay",48,"female","divorced","research_development","manager",4,3,4,"Bachelor","medical","travel_frequently",80,"no",17174
"Stay",44,"male","married","research_development","healthcare_representative",2,4,1,"Master","life_sciences","travel_rarely",80,"no",5033
"Leave",34,"male","married","research_development","research_scientist",1,1,1,"Master","technical_degree","non_travel",80,"yes",2307
"Leave",56,"male","single","research_development","laboratory_technician",1,3,4,"College","life_sciences","travel_rarely",80,"no",2587
"Stay",36,"male","married","sales","sales_executive",2,2,2,"College","marketing","travel_rarely",80,"no",5507
"Stay",41,"female","married","sales","sales_executive",2,3,2,"Bachelor","marketing","travel_rarely",80,"no",4393
"Stay",42,"male","married","research_development","research_director",3,3,1,"Bachelor","medical","travel_rarely",80,"no",13348
"Stay",31,"female","divorced","sales","sales_executive",2,3,4,"College","medical","travel_rarely",80,"yes",6583
"Stay",34,"female","married","sales","sales_executive",2,2,4,"Below College","medical","travel_rarely",80,"yes",8103
"Stay",31,"female","divorced","research_development","laboratory_technician",1,4,3,"Bachelor","medical","travel_rarely",80,"no",3978
"Stay",26,"male","married","research_development","laboratory_technician",1,4,4,"Bachelor","other","travel_frequently",80,"no",2544
"Stay",45,"male","single","research_development","healthcare_representative",2,3,3,"Master","medical","travel_frequently",80,"no",5399
"Stay",33,"male","single","sales","sales_executive",2,3,3,"Master","marketing","travel_rarely",80,"no",5487
"Stay",28,"male","married","sales","sales_executive",2,2,4,"College","life_sciences","travel_frequently",80,"yes",6834
